video_id,channel_id,title,author,length,fps,resolution,avg_bitrate,description,keywords,publish_date,width,height,frame_count
3rxHweb2fXw,UC6E2jTDUnYrtqXh5eZuzDEg,July 2014 DTI,Paul Napier,321,30,1080p,128kbps,Description,[],2016-06-17,1920,1080,9608
WPRrMorSAkQ,UC3R8XrcwJwAzJO4PpoE2RiA,3-year-old Rage is learning to speak using his PECS book,Achievement Centers for Children,164,30,720p,128kbps,"Watch as speech therapist, Brittany Fleming, and occupational therapist, Valerie Holiga encourage Rage to communicate using his Picture Exchange Communication System (PECS).","['Achievement Centers for Children', 'pediatric speech therapy', 'pediatric occupational therapy', 'PECS']",2018-01-10,1280,720,4911
EuYseDl2jm8,UCEWl7wBlZzHpr-TSOXEHbUg,"Picture exchange communication system (PECS) phases 1, 2, and 3",Define the behaviour,202,30,1080p,128kbps,"This video provides an overview for teaching a picture exchange communication system (PECS phases 1, 2, and 3). 
A picture exchange communication system is one way to teach someone how to communicate with others using pictures. Since pictures are generally universally understood, this system can be used to request for items, answer questions, comment on the environment, and many more. 
Phase 1 teaches the child to request for a preferred item using a picture icon. In this phase the child will learn how to pick up a picture icon, reach towards the communicative partner (for example,  parent, sibling, family member, therapist), and release it into their hand. 
Phase 2 teaches the child to travel to and from the picture book and to the communicative partner at different distances. 
Phase 3 teaches picture discrimination between the preferred item and other items.
This video is for educational purposes. This is a model of teaching and using PECS at home.","['pecs', 'picture exchange communication system', 'phase 1', 'phase 2', 'phase 3', 'video modeling', 'parent coaching', 'parent training', 'Autism Spectrum Disorder', 'communication', 'picture exchange', 'talk with pictures', 'communicate with pictures', 'parent education', 'aba therapy']",2021-02-16,-1,-1,0
1Ab4vLMMAbY,UCXe3gqCj-uoC-zmAa7If_VQ,Joint Attention – Why it’s important to teach your child to engage and enjoy the company of others,1to1 Therapy Services,132,24,1080p,128kbps,"For more information about Joint Attention please visit our website at http://www.1to1therapy.ca/

WHY IS JOINT ATTENTION IMPORTANT?

- Why is joint attention so important? 

- Responding to Joint Attention is when your child follows your lead and attends to the same thing as you.

- For example, if you say, “Look!” and point to a ball, your child should look in the direction you are pointing. This is how your child demonstrates joint attention. 

- Joint attention allows your child to learn from others and to share enjoyment with others.

- Initiating joint attention is your child’s ability to use their gaze, gestures, pointing, sounds or words to draw your attention to an object or event. Your child will look at the object of interest and then back to you to learn and share enjoyment. 

- An example is when a child looks up to the sky and points to an airplane and then looks at parent and back to the airplane passing by.

- If your child looks at you to share enjoyment or to see if you are watching him, this is called social referencing. 

- Joint attention is an important milestone for social development as your child is showing interest in not only objects but people and their reactions. 

- Children with autism spectrum disorder be delayed developing joint attention. 
- At 2 months of age, infants display joint attention by taking turns exchanging looks, noises and mouth movements 

- At 6 months, children look in the same direction as others and follow your gaze.

- At 8 months, infants demonstrate pointing

- At 9 months, infants demonstrate gestures and social referencing 

- At 1 year, children point intentionally to share interest 

- At 12-14 months, your child will start to direct your attention by pointing and then look back to you.","['Joint Attention', '1to1 Therapy Services', 'Toronto', 'How-to (Website Category)', 'Tips', 'Child Development', 'Infant Development', 'Health (Industry)']",2015-09-16,1920,1080,3167
VMtgYMIS_o0,UCV1DOpd_km_2XLIYE1LEFNA,Home Visiting Programs,First Things First,778,30,1080p,128kbps,"This video shows excerpts from a home visit from Child & Family Resources with a family in Greenlee County (Arizona).

Home visiting programs provide families of infants and toddlers with information, education and support on parenting, child development and health. They also help families make connections to other resources as needed. Home visits occur on a regular basis and are tailored to each family's specific needs. Families may participate over multiple years to support their child's healthy development.",[],2020-01-07,1920,1080,23310
jSOSCiJx_nM,UCH8X-HBqfvxpHQPzUdEO6EA,Pointing gesture - http://beforefirstwords.upf.edu,Abans de les Primeres Paraules,123,30,1080p,128kbps,,[],2015-05-16,1920,1080,3677
1Aea8BH-PCs,UCH8X-HBqfvxpHQPzUdEO6EA,Joint attention - http://beforefirstwords.upf.edu,Abans de les Primeres Paraules,159,25,1080p,128kbps,,[],2015-05-27,1920,1080,3970
js4wxP9HxG0,UCRIR6yLqmJcHAHTgIYOBY8Q,18-24 months: Follows 1-2 step directions,Mommy & Me Milestones with Laura Brown,185,30,1080p,128kbps,"Following directions, early intervention, teach my toddler to listen, receptive language, speech therapy",[],2020-02-04,-1,-1,0
w6oRoyTBmU4,UCRIR6yLqmJcHAHTgIYOBY8Q,Baby Sign 101,Mommy & Me Milestones with Laura Brown,327,30,720p,128kbps,"language development, early gestures, communication milestones, baby milestones, baby sign, 12 months, 15 months","['baby sign', '1 year old', '12 months', '15 months', 'sign language']",2018-12-19,1280,720,9755
9mNutrRQ1GI,UCP_2hL9I_TCOV-hHAyuWsHg,"Luke (3yrs) Game: Capitalism, Free Markets & Trade, Money, Math, Inventory, Service & Entrepreneur",Toni Tongco,1495,30,1080p,128kbps,We played today switching roles when Like wanted to for about two hours. Looks like it’s developing a good attention span too.,[],2022-06-08,1920,1080,44790
gsuga2JCcYc,UCH8X-HBqfvxpHQPzUdEO6EA,Gaze following - http://beforefirstwords.upf.edu,Abans de les Primeres Paraules,102,25,1080p,128kbps,,[],2015-05-27,1920,1080,2529
ZAxOyANz3J0,UCH8X-HBqfvxpHQPzUdEO6EA,Communicative babbling - http://beforefirstword.upf.edu,Abans de les Primeres Paraules,104,25,1080p,128kbps,,[],2015-05-27,-1,-1,0
Cmw2H5C_Ves,UCtKSLA4sBvp4gU-NIGFEQgg,Solving Addition Problems with Objects,Teach for Life,197,30,720p,128kbps,"Sumita Ghosh  |  Wichita Collegiate School  |  Wichita, KS

In this activity, the teacher shows students how to solve written addition problems by counting tiles or other small objects. The students also get practice writing the problems, using sheets with the addition and equals symbols printed on them.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['Adding', 'teaching addition', 'addition activity', 'pre k']",2017-02-13,1280,720,5917
VgunPOuHyW0,UCtKSLA4sBvp4gU-NIGFEQgg,Solving Subtraction Problems with Objects,Teach for Life,197,30,720p,128kbps,"Sumita Ghosh  |  Wichita Collegiate School  |  Wichita, KS

In this activity, the teacher shows students how to solve written subtraction problems by counting tiles or other small objects. The students also get practice writing the problems, using sheets with the subtraction and equals symbols printed on them.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['Subtracting', 'subtraction activity', 'teaching subtraction', 'pre k']",2017-02-13,1280,720,5904
4Y7MMmedX7E,UCtKSLA4sBvp4gU-NIGFEQgg,Skip Counting by 2's,Teach for Life,173,30,720p,128kbps,"Jena Simms  |  Wichita Collegiate School  |  Wichita, KS

In this lesson the teachers demonstrates how to count by twos using a chart of numbers up to one hundred.  The students learn to count by 2's from any number.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['skip counting', 'counting activity', 'math', 'early childhood']",2017-03-01,1280,720,5194
IMrKEA2j278,UCtKSLA4sBvp4gU-NIGFEQgg,Subtracting: Bigger and Smaller Number,Teach for Life,238,30,1080p,128kbps,"Cathy Gray  |  Wichita Collegiate School  |  Wichita, KS

This activity teaches children that in subtracting, you start with the bigger number and take away the smaller number. The students practice rolling dice and putting the numbers in the correct order for a subtraction problem.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['subtracting', 'pre k', 'teaching subtraction', 'subtraction activity']",2017-03-01,1920,1080,7121
dzaiF1iIc68,UCtKSLA4sBvp4gU-NIGFEQgg,Counting Objects: Spindle Box,Teach for Life,81,30,720p,128kbps,"Swarna Manamperi  |  Wichita Collegiate School  |  Wichita, KS

In this numbers lesson the children learn to count by counting sticks and putting the correct amount in to the correlating box.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['Counting', 'Numbers', 'Teach', 'Math']",2016-10-20,1280,720,2420
Lu-4VcxuBW0,UCtKSLA4sBvp4gU-NIGFEQgg,Teaching Patterns using Natural Materials,Teach for Life,133,30,720p,128kbps,"Blake Burbach  |  Discovery Place Preschool  |  Wichita, KS

The teacher explains ""AB"" and ""ABC"" patterns. She creates examples of the patterns using natural materials and then has the students make their own patterns.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['patterns', 'preschool', 'pre k', 'pattern activity', 'teaching patterns', 'math', 'math activity']",2017-04-20,1280,720,3978
HUnQ6VE9NIY,UCtKSLA4sBvp4gU-NIGFEQgg,Written Numbers: Hanging Teens Board,Teach for Life,173,30,720p,128kbps,"Sumita Ghosh  |  Wichita Collegiate School  |  Wichita, KS

This number games teaches children to match strands of beads with there correlating numbers. This teaches the children to count larger number clear into the double digits.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/",[],2016-10-20,1280,720,5184
jT5WV_7EJr8,UCtKSLA4sBvp4gU-NIGFEQgg,Touch Counting with Objects,Teach for Life,161,30,720p,128kbps,"P.J. Auchterlonie  |  Caldwell Elementary  |  Wichita, KS

In this activity, students use objects, or counters, to practice touch counting. They roll a die and then lay out that number of discs. They then touch each disc as they count the number aloud.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['counting objects', 'pre k', 'counting activity', 'math lesson']",2017-02-24,1280,720,4814
oRtGfXWrf6Y,UCtKSLA4sBvp4gU-NIGFEQgg,Ideas for Teaching Rhyming: Smiley Wiley,Teach for Life,189,30,720p,128kbps,"P.J. Auchterlonie  |  Caldwell Elementary  |  Wichita, KS

In this activity, the students decide whether two words rhyme and use the characters of Smiley Wiley and Sad Sarah to indicate their choice of yes or no. Sometime the teacher gives them two words and other times, she gives one word and has a student choose the other. Rhyming is an important skill that helps students prepare for reading, writing, and spelling.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['rhyming', 'pre k', 'rhyming game', 'rhyming activity']",2017-02-23,1280,720,5656
iZHhWklQwmQ,UCtKSLA4sBvp4gU-NIGFEQgg,Introducing New Sight Words,Teach for Life,189,30,720p,128kbps,"Tyla Ast  |  Wichita Collegiate School  |  Wichita, KS

In this lesson, the teacher introduces five new sight words -- words that have to be memorized because they don't follow any particular rules for sounding out words. The teacher reads each sight word and uses it in a sentence, and then all the students read the sight words together. Then she asks one child at a time to pick a sight word and use it in a complete sentence. They end by reading the words together once more.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['sight words', 'pre k', 'sight word activity']",2017-03-08,1280,720,5676
tw91epryD28,UCq2Sm0h2cDmqKtlaonWNUpQ,Play Doh | Basic Subtraction Games for Kids with Play Doh | Subtraction Games| Maths Games | KS1,LearningMole,212,30,1080p,128kbps,"Pop over to www.learningmole.com to subscribe and access over 300 fabulous educational videos AND we are offering a FREE month :) Just enter the code C6CZB4JC at checkout and cancel anytime. 

The first couple of steps taken in subtraction are the most important because they are the base on which the rest of the steps come, and that's why parents should become very creative with such lessons and choose the right games to play with kids and teach them basic subtraction.

Who does not have play doh in the house for the kids to enjoy playing with? Almost no body and that's exactly the reason why we love to depend on it in so many different ways when it comes to learning. This educational video is about teaching the child basic subtraction through play-doh splat.

With the play doh, make small balls which the child will use to count and subtract - you could create them all in the same color or even in different ones, its all up to you. If you are trying to make it more interesting for the child, you could even let them roll some balls with you before you start the game - or the lesson :-)

All what the parent will do is impose different subtraction equations on the child and let him/her do those equations from the play doh balls. For example, if the equation is 6-1, the kid will then have to bring six play doh balls and place them in front of him/her and then splat the number that needs to be taken away which in this case is one in order to manage bringing the final answer out and solve the equation, which will be 5.

This is a really fun and interesting math game for kids from which they could learn subtraction, it only needs a willing player and the play doh, and everything will be set and ready for the lesson to start. We believe that kids enjoy this method a lot because it depends on their favorite play doh and because they get to splat the balls which they are supposed to take away to get out the final answer.

There are lots of different math games for kids when it comes to addition and subtraction, but every single one will always depend on the age of the child and the facts about numbers that he/she has already learned and could keep up with. Parents should be always careful while they are choosing these math games for their kids because they are the only ones who know where their kids are standing in math.

In addition to these different games, there are also the typical ordinary methods and strategies which are used in teaching kids how to subtract, these make subtraction much easier but they are not done with games or toys. There are those strategies followed on the white board, such as the column method (https://www.youtube.com/watch?v=RcAwwP8PJbg), there is also the removal mental strategy (https://www.youtube.com/watch?v=OSYXMxtzGbA), the counting on strategy (https://www.youtube.com/watch?v=4pyB7Sk-ghM) and there are also those different mental math tricks which are related to several other mathematical operations, such as addition, multiplication and division.

This play doh method used with the kids to learn basic subtraction is very easy, fun and challenging, and it always works with the kids because they get to roll the play doh balls themselves, place the number they are asked about, and they are also the ones who will splat the number of balls which they are supposed to remove from the bigger number and bring the final answer.

Challenge your kids, bring them different games and tricks in order to play and learn both at the same time, and let them be the ones in leading the game and putting the rules to feel that they could solve the equations all by themselves.

There are lots of math games for kids to learn subtraction, some are also with play doh while others are not, but they should be always with the right tools that would grab the attention of the child and give them the chance to learn something new.

Visit www.learningmole.com for more educational lessons and videos in Maths, English, Crafts and Cooking.

LearningMole focuses on educating children of all ages. We offer advice and practical, interactive ideas to help parents challenge, homeschool, teach and develop their children’s skills at home. 

Help your child to explore the key concepts of number, counting, addition, subtraction, multiplication and division in Maths. Spelling, reading, writing and grammar in English. Help them to develop their imagination and creativity with crafts and to explore a range of skills to cook, bake and create tasty treats and snacks.

Easy to follow activities will support you and your child to learn and practice new concepts as well as enjoy spending time together. Help your child to progress and explore and most importantly - have fun!","['play doh', 'play doh games', 'basic math', 'subtraction for kids', 'subtraction ks1', 'how to subtract', 'play doh videos', 'playdough games', 'play doh for kids', 'addition and subtraction games', 'subtraction games', 'subtraction problems', 'number activities for preschoolers', 'preschool math', 'preschool activities', 'kindergarten games', 'preschool games', 'playdough', 'ks1', 'subtraction', 'preschool activity', 'basic subtraction', 'basic subtraction for kids', 'learningmole', 'math games', 'play dough activities']",2017-01-13,1920,1080,6352
i7GsJrDdCVU,UCq2Sm0h2cDmqKtlaonWNUpQ,Play Doh Learning - Writing Letters with Play Doh | Play Doh Game | English Alphabets | Alphabet,LearningMole,571,30,1080p,128kbps,"Pop over to https://learningmole.com/pricing/ to subscribe and access over 350 fabulous educational videos AND we are offering a FREE month :) Just enter the code C6CZB4JC at checkout and cancel anytime. 

Play Doh Learning - Writing Letters with Play Doh | Play Doh Game | English Alphabets | Alphabet


Learning to write down the English alphabet letters could be a lot fun, but what are these fun methods? Writing down the letters with the play-doh is one of these exciting and fun learning methods; play-doh is most probably found in every home and it is easy to depend on at the same time.

Prepare different play-doh pieces, a pencil that you are not using, and plan the letters that you want your child to try writing them down. The best thing about using the play-doh is that if one is ruined from the writing, you could easily use another and there are actually different ways or games that could be played with it.

Kids could do different letter shapes out of the play-doh and they could actually write on it as if they are writing on a piece of paper, which will also turn out to be interesting for them because they are not writing on paper as they are used to.

Parents will choose a letter and ask the child to write it down on the play-doh, but before doing that, they should first ask them about the sound that the letter produces and at the same time let them trace the letter in the air with their magic finger in order to show how it should be written down.

To make the whole thing challenging for the child, try changing the way you ask them the question. At the beginning ask them what is the letter that produces a specific sound and then let them write it down, you could also make the movement done with the sound in jolly phonics and ask them what is the letter that represents it, and you could also bring it from the side of asking them what is the letter that their name starts with and also let them write it down. There are lots of different ways to choose the letter which the kids will write down and lots of ways to test their knowledge and memory.

Learning the English alphabet usually comes attached to other steps, such as knowing more about phonics and how the letters should sound, as well as learning to write these letters down correctly through following the same way every single time in order not to get lost at some point.

There are different educational videos on our channel related to teaching the child how to write down the different alphabet letters through different games and activities, such as using the paint or else playing with the play-doh. There is the one related to learning to write down the letter 'a' (https://www.youtube.com/watch?v=HFLwaVW_0U8), writing the letter 'e' (https://www.youtube.com/watch?v=N3Vja3_Rvjs), the letter 's' (https://www.youtube.com/watch?v=YzwoPNQk1XY), there is also the one related to the letter 'n' (https://www.youtube.com/watch?v=Jg0bhC0gqRU), the letter 't' (https://www.youtube.com/watch?v=ZT8ImgjSA-g) and the letter 'L' (https://www.youtube.com/watch?v=oVL9oskIn10).

The interesting thing about using these different methods is that they not only educate the child and teach them to write and spell the letters correctly, but it also helps with the fine motor skills of the child and give them the chance to improve their thinking skills; how they are going to use the different colors and sizes of the Lego to write a letter, how they are going to deal with the play-doh to create a letter, etc.

Help your child if he/she is finding a difficulty in something and guide them to the right direction and also try to challenge them if they are good at the whole process and know all the answers to your questions, try to see how far they could get and how much they actually know. Challenging the child will bring you to some places you did not even think about or consider before! Kids are really smart.

Don't ever worry if the child doesn't know a specific thing because it all comes with practice.

Learning with play doh can be lots of fun. Use play doh to help your child learn the English alphabet. Make prints of the letters, write ABC alphabet and trace the letters to help your child with their letter formation. A great resources for ks1 phonics and letter writing. Suitable for preschool and kindergarten as well as foundation stage or even those learning English.

Visit www.learningmole.com for more educational lessons and videos in Maths, English, Crafts and Cooking.

Play Doh Learning  - Writing letters in English for Kids - ABC Alphabet.

LearningMole focuses on educating children of all ages. We offer advice and practical, interactive ideas to help parents challenge, homeschool, teach and develop their children’s skills at home.","['writing in english', 'learn english', 'learn the alphabet', 'learn to write in english', 'play doh learning', 'play doh games', 'playdough ideas', 'alphabet letters', 'abc letters', 'english alphabet', 'alphabet writing', 'alphabet in english', 'abc alphabet', 'alphabet letter', 'alphabet games for kids', 'writing alphabet', 'the english alphabet', 'english alphabet writing', 'letter recognition games', 'writing letters with play doh', 'learningmole', 'homeschooling', 'english alphabet letters', 'phonics', 'spelling', 'abc', 'kids']",2017-01-15,1920,1080,17107
aWV7UUMddCU,UCUunHJtnux8FZ7HIV3S0e4g,Play Therapy Session working on Feelings with Candy Land Game,Albert Knapp & Associates,499,30,1080p,128kbps,In this video Dr. Knapp uses the Candy Land game as an initial assessment tool in a beginning session to assess thoughts and feelings that the client is able to share and express. Dr. Knapp sets up the session to model the feelings for the client and to then take turns while playing and engaging in the Candy Land Game. For more information you can contact Dr. Knapp: drknapp@akatherapy.com,"['psychology', 'playtherapy', 'childtherapy', 'candylandgame', 'feelings', 'feelingsandemotions', 'albertknapp', 'drknapp', 'learning emotions', 'learning feelings']",2016-11-04,1920,1080,14944
whHPATlDw8M,UCUunHJtnux8FZ7HIV3S0e4g,Dr. Knapp and Leo are playing fortune teller,Albert Knapp & Associates,762,60,1080p,128kbps,,[],2017-12-31,1920,1080,45732
Dai13S2XbsI,UCPdNVAdC1Ac0vHVEWpR2P7w,Joint Attention,kidsensemedia,187,30,720p,128kbps,Joint attention should be well established by the age of 18 months. It is an important skills in the development of a toddler. It is a foundation skill for social referencing as well as  cognitive and language development. This video will give you some tips on how to work on this with your child.,"['language development', 'joint attention', 'cognitive', 'social referencing']",2017-07-13,1280,720,5596
HK25g1U-GF4,UCPdNVAdC1Ac0vHVEWpR2P7w,Turn Taking,kidsensemedia,121,30,720p,128kbps,Discover some fun and easy ways to practise turn-taking with your child at home.,[],2017-06-06,1280,720,3618
X7qv5w1clGw,UCPdNVAdC1Ac0vHVEWpR2P7w,Eye Contact,kidsensemedia,129,30,720p,128kbps,Help your child to improve their listening and learning skills by developing eye contact using some of these simple play-based activities.,[],2017-06-06,1280,720,3856
erJVXbaIicU,UCDj4EExikV-01HAcInG5tLw,EASY TRICK TO IMPROVE YOUR CHILD'S EYE CONTACT!!,Bridges Speech Center Dubai,207,24,1080p,128kbps,"3 Simple activities using STICKERS are shown in this video!

ACTIVITY 1 - To learn body parts.
ACTIVITY 2 - To improve eye contact.
ACTIVITY 3 - To improve hand-eye coordination.

#speechtherapy #psychology #behavior therapy #occupational therapy #bridgesspeechcenter #autism #autismspectrumdisorder",['bridgesspeechcenter autism'],2020-05-24,1920,1080,4973
PO6iJ3tTvcA,UCDj4EExikV-01HAcInG5tLw,RECIPE TO IMPROVE YOUR CHILD'S VOCABULARY!!,Bridges Speech Center Dubai,275,30,720p,128kbps,DONT MISS TANMAY'S BLUNDER AT THE END! :),['#stayhomestaysafe'],2020-04-18,1280,720,8241
2b1zXYv7Fn8,UCRcBW8njgEz7-NzrWod8ZYw,How to Teach Object to Picture matching: ABA example,Good Behavior Beginnings,242,30,720p,128kbps,An example of teaching object to picture matching to a 2 year old. There is feedback to the provider included.,"['ABA', 'object to picture matching', 'applied behavior analysis', 'montessori curriculum', 'how to aba', 'applied behavior analysis example', 'applied behavior analysis techniques', 'applied behavior analysis (aba)', 'object to picture matching montessori']",2017-11-16,1280,720,7269
WpbXt04qWEk,UCH2C2GXT11f8Zs7NK9Utl6A,Physical Therapy at the Children's Therapy Center,ChildrensTherapyQC,132,30,1080p,128kbps,,[],2015-04-17,1920,1080,3965
31lG75MDwSA,UCH2C2GXT11f8Zs7NK9Utl6A,Therapy Testimonial from Parent,ChildrensTherapyQC,189,30,1080p,128kbps,,"[""Children's Therapy Center of the Quad Cities"", 'Quad Cities', ""Children's Therapy Center""]",2015-04-17,-1,-1,0
rLRfPneawQs,UCCQ9LYhlSvhZjqBn0kVNAPw,Turn Taking in Play,DSRFCANADA,241,30,1080p,128kbps,"@DSRFCANADA Speech Therapist Marla demonstrates exercises for teaching the important skill of taking turns in play.
http://DSRF.org/LearnAtHome",[],2020-04-29,1920,1080,7221
lEeraAOgcKc,UCfN4zYzDdBQAA_oQh93YfCg,Just Play! Teaching Turn Taking And Waiting,ESC Region 13,118,24,720p,128kbps,"More Resources at: http://www4.esc13.net/ppcd
It's MY turn! Watch this short video featuring a preschool special education teacher as she explains how to use play to help children learn to wait and take turns.","['taking turns', 'learning to wait', 'Pre School', 'preschool', 'early childhood', 'PPCD', 'special education', 'visuals', 'evidence based practices', 'centers', 'center time', 'learning centers', 'appropriate behavior', 'teaching new skills', 'routines', 'interactions', 'setting up a preschool classroom', 'learning through play', 'play is the work of a child', 'preschool play', 'kids at play', 'teaching play', ""play and children's learning"", 'benefits of learning through play', 'managing behavior', 'behavior is communication']",2017-11-01,1280,720,2840
qSygRnE4D54,UCCQ9LYhlSvhZjqBn0kVNAPw,Sentence Stripe Game,DSRFCANADA,208,30,1080p,128kbps,@DSRFCANADA Teacher Andrea demonstrates the Sentence Stripe Game for developing reading fluency.,[],2020-04-06,1920,1080,6222
fvJbRuIu4-0,UCsPsIG_jQAlGW0MfPmY-WGw,Using Games to Teach Taking Turns,Mackenzie Weintraub,149,30,720p,128kbps,"Games are my favorite way to teach children how to take turns! Watch Emmett, Gus, and I practice taking turns while playing The Rainbow Fish Share and Sparkle game.

Thanks for watching! Please feel free to share with colleagues and families you work with! If you have any questions or want more information please get in touch: www.mackenzieweintraub.com.

Here is a link to ""How to Teach Your Child to Take Turns"" from the Backpack Connection Series: http://challengingbehavior.cbcs.usf.edu/docs/backpack/BackpackConnection_socialskills_turns.pdf","['iMovie', 'Taking Turns', 'Early Childhood Education', 'Social/Emotional Development', 'Social Skills', ""Children's Games"", 'Pyramid Model', 'EC PBIS', 'Mackenzie Weintraub', 'Preschool']",2018-12-07,1280,720,4473
ivX3JXIV1W4,UCsPsIG_jQAlGW0MfPmY-WGw,Using the Solution Kit to Problem Solve,Mackenzie Weintraub,81,30,720p,128kbps,"Using the NCPMI solution kit to help Emmett and Eli solve a problem. Get your free copy of the solution kit: https://challengingbehavior.cbcs.usf.edu/docs/SocialEmotionalSkills_solution-kit_cue-cards.pdf. Also available in Spanish: https://challengingbehavior.cbcs.usf.edu/docs/Solution_kit_cards_school_SP.pdf. 

Parents, there is a solution kit for the home too: https://challengingbehavior.cbcs.usf.edu/docs/Solution_kit_cards_home.pdf. In Spanish too: https://challengingbehavior.cbcs.usf.edu/docs/Solution_kit_cards_home_SP.pdf. And Somali too: https://challengingbehavior.cbcs.usf.edu/docs/Solution_kit_cards_home_Somali.pdf. 

Thanks for watching! Sign up for my free newsletter or reach out with any questions at www.mackenzieweintraub.com. Please feel free to share this video!",[],2021-05-24,1280,720,2437
zmZpa1p5zaE,UCsPsIG_jQAlGW0MfPmY-WGw,Positive Descriptive Feedback,Mackenzie Weintraub,81,30,720p,128kbps,"Connect with children and motivate good behavior by giving children positive, descriptive feedback! Ideas can be found on the second page: https://eclkc.ohs.acf.hhs.gov/sites/default/files/pdf/no-search/iss/building-relationships/fosteringconnections-teachertips.pdf

Thanks for watching! Sign up for my newsletter or reach out with any questions at www.mackenzieweintraub.com. Please feel free to share this video!","['iMovie', 'positive behavior', 'good behavior', 'positive feedback', 'descriptive feedback', 'preschool', 'social/emotional', 'pyramid model', 'ec pbis', 'toddlers', 'follow directions', 'encouragement', 'connecting with children']",2020-05-22,1280,720,2416
N_9vfhsDz8w,UCuQFciSjwHz-KmKbINyPpOw,Turn Taking,Jordan Mauch,282,30,1080p,128kbps,"This video outlines the strategies to help children learn to take turns. This resource was compiled by Jordan Mauch, OTS, in partial fulfillment of the requirements for the degree of Doctor of Occupational Therapy in partnership with Osseo Area Schools, 2021.",[],2021-03-22,1920,1080,8455
odFKscFdEas,UCuQFciSjwHz-KmKbINyPpOw,Therapeutic Brushing,Jordan Mauch,766,30,1080p,128kbps,"This video outlines what therapeutic brushing is and how to complete it. Please speak to your occupational therapist prior to starting this protocol to make sure it is right for your child. Your occupational therapist will also provide additional training.

 This resource was compiled by Jordan Mauch, OTS, in partial fulfillment of the requirements for the degree of Doctor of Occupational Therapy in partnership with Osseo Area Schools, 2021.",[],2021-03-17,1920,1080,22978
IzIGXVPWaFQ,UCK3uhZWJh8SocdtJVIwt9Fg,Top Tip - Taking Turns in Play!,ELFT SCYPS Newham,43,30,1080p,128kbps,"In this video we will demonstrate how to develop your child's waiting, attention and interaction skills through turn-taking activities.",[],2020-05-15,1920,1080,1280
