clip,video_id,channel_id,split
zUdMBtK2UVE_21114-21348,zUdMBtK2UVE,UC9tRyMbnMaUP-t5LHVNfUig,train
Lz0Oh2cxoTU_28133-28296,Lz0Oh2cxoTU,UCMq2jlUH773DkHu4Lpo2JUQ,train
DGls-Z4e6OI_8031-8107,DGls-Z4e6OI,UC0580lt7nrzOCuiQT-MEVUA,train
VMtgYMIS_o0_1837-1966,VMtgYMIS_o0,UCV1DOpd_km_2XLIYE1LEFNA,train
HUnQ6VE9NIY_4526-4685,HUnQ6VE9NIY,UCtKSLA4sBvp4gU-NIGFEQgg,train
RzI6Ar5mu2Q_263-879,RzI6Ar5mu2Q,UCL8EwWTMmOUDXoMv0yUf8Vg,train
iTzr7agImr8_22648-22695,iTzr7agImr8,UCf9AjM4pnPIawowvvGyvKdw,train
jisAfi381WM_940-1443,jisAfi381WM,UC2eqFGiFN1NtQ8yTw1oZ7uA,train
iWYy8n6mSwc_11685-11947,iWYy8n6mSwc,UC0580lt7nrzOCuiQT-MEVUA,train
iWYy8n6mSwc_814-944,iWYy8n6mSwc,UC0580lt7nrzOCuiQT-MEVUA,train
WPRrMorSAkQ_940-1400,WPRrMorSAkQ,UC3R8XrcwJwAzJO4PpoE2RiA,train
iWYy8n6mSwc_6567-6724,iWYy8n6mSwc,UC0580lt7nrzOCuiQT-MEVUA,train
iTzr7agImr8_6225-6337,iTzr7agImr8,UCf9AjM4pnPIawowvvGyvKdw,train
F1Q8R2XJ5cs_3487-3583,F1Q8R2XJ5cs,UCbQkjf9DtYuiPdpPs5QJB7A,train
jisAfi381WM_5329-5481,jisAfi381WM,UC2eqFGiFN1NtQ8yTw1oZ7uA,train
X7qv5w1clGw_3199-3385,X7qv5w1clGw,UCPdNVAdC1Ac0vHVEWpR2P7w,train
jSOSCiJx_nM_968-1047,jSOSCiJx_nM,UCH8X-HBqfvxpHQPzUdEO6EA,train
DGls-Z4e6OI_651-755,DGls-Z4e6OI,UC0580lt7nrzOCuiQT-MEVUA,train
iWYy8n6mSwc_7471-7653,iWYy8n6mSwc,UC0580lt7nrzOCuiQT-MEVUA,train
DGls-Z4e6OI_3182-3491,DGls-Z4e6OI,UC0580lt7nrzOCuiQT-MEVUA,train
VMtgYMIS_o0_16881-17125,VMtgYMIS_o0,UCV1DOpd_km_2XLIYE1LEFNA,train
iWYy8n6mSwc_1640-1941,iWYy8n6mSwc,UC0580lt7nrzOCuiQT-MEVUA,train
DGls-Z4e6OI_520-648,DGls-Z4e6OI,UC0580lt7nrzOCuiQT-MEVUA,train
Cztb-0cliGA_1194-1257,Cztb-0cliGA,UCbQkjf9DtYuiPdpPs5QJB7A,train
4yWavYq9_Ks_3472-3534,4yWavYq9_Ks,UCbQkjf9DtYuiPdpPs5QJB7A,train
4yWavYq9_Ks_3554-3663,4yWavYq9_Ks,UCbQkjf9DtYuiPdpPs5QJB7A,train
ljahBVDaBNE_17263-17684,ljahBVDaBNE,UCMq2jlUH773DkHu4Lpo2JUQ,train
erJVXbaIicU_2219-2333,erJVXbaIicU,UCDj4EExikV-01HAcInG5tLw,train
erJVXbaIicU_260-1684,erJVXbaIicU,UCDj4EExikV-01HAcInG5tLw,train
MTLKr-8UDYE_1087-1316,MTLKr-8UDYE,UCtKSLA4sBvp4gU-NIGFEQgg,train
Cmw2H5C_Ves_5120-5370,Cmw2H5C_Ves,UCtKSLA4sBvp4gU-NIGFEQgg,train
Lu-4VcxuBW0_2035-2159,Lu-4VcxuBW0,UCtKSLA4sBvp4gU-NIGFEQgg,train
Dai13S2XbsI_5113-5272,Dai13S2XbsI,UCPdNVAdC1Ac0vHVEWpR2P7w,train
iTzr7agImr8_6590-6640,iTzr7agImr8,UCf9AjM4pnPIawowvvGyvKdw,train
3mXFJ8S-boU_4791-4984,3mXFJ8S-boU,UCdcrzP2PPte7nmazWopKbPA,train
iWYy8n6mSwc_4877-5032,iWYy8n6mSwc,UC0580lt7nrzOCuiQT-MEVUA,train
Cztb-0cliGA_4253-4312,Cztb-0cliGA,UCbQkjf9DtYuiPdpPs5QJB7A,train
DGls-Z4e6OI_17098-17490,DGls-Z4e6OI,UC0580lt7nrzOCuiQT-MEVUA,train
Cztb-0cliGA_4059-4172,Cztb-0cliGA,UCbQkjf9DtYuiPdpPs5QJB7A,train
MTLKr-8UDYE_1779-2072,MTLKr-8UDYE,UCtKSLA4sBvp4gU-NIGFEQgg,train
jSOSCiJx_nM_736-828,jSOSCiJx_nM,UCH8X-HBqfvxpHQPzUdEO6EA,train
Y-5XEtligfs_966-1084,Y-5XEtligfs,UCbQkjf9DtYuiPdpPs5QJB7A,train
iDg2hR1FPgA_6118-6236,iDg2hR1FPgA,UCMq2jlUH773DkHu4Lpo2JUQ,train
Nc3hwh-AFFw_338-456,Nc3hwh-AFFw,UCtKSLA4sBvp4gU-NIGFEQgg,train
jSOSCiJx_nM_1335-1425,jSOSCiJx_nM,UCH8X-HBqfvxpHQPzUdEO6EA,train
iDg2hR1FPgA_14815-14999,iDg2hR1FPgA,UCMq2jlUH773DkHu4Lpo2JUQ,train
8db0Gcv3V10_2930-3109,8db0Gcv3V10,UC0580lt7nrzOCuiQT-MEVUA,train
4yWavYq9_Ks_2814-2916,4yWavYq9_Ks,UCbQkjf9DtYuiPdpPs5QJB7A,train
YUdsgQGHSR8_969-1396,YUdsgQGHSR8,UC0deSyrJ8rJUROPwjUFxjNQ,train
Lz0Oh2cxoTU_30300-30484,Lz0Oh2cxoTU,UCMq2jlUH773DkHu4Lpo2JUQ,train
ec_OE0WFEOY_41112-41385,ec_OE0WFEOY,UCl3NQcr5M4t-JEjqYjq2wlQ,train
iWYy8n6mSwc_6894-7009,iWYy8n6mSwc,UC0580lt7nrzOCuiQT-MEVUA,train
GNVTuLHdeSo_4001-4572,GNVTuLHdeSo,UCL8EwWTMmOUDXoMv0yUf8Vg,train
4yWavYq9_Ks_405-451,4yWavYq9_Ks,UCbQkjf9DtYuiPdpPs5QJB7A,train
iTzr7agImr8_13511-13973,iTzr7agImr8,UCf9AjM4pnPIawowvvGyvKdw,train
iDg2hR1FPgA_25990-26228,iDg2hR1FPgA,UCMq2jlUH773DkHu4Lpo2JUQ,train
lEeraAOgcKc_693-782,lEeraAOgcKc,UCfN4zYzDdBQAA_oQh93YfCg,train
4yWavYq9_Ks_4439-4738,4yWavYq9_Ks,UCbQkjf9DtYuiPdpPs5QJB7A,train
iWYy8n6mSwc_14660-15000,iWYy8n6mSwc,UC0580lt7nrzOCuiQT-MEVUA,train
4yWavYq9_Ks_3966-4109,4yWavYq9_Ks,UCbQkjf9DtYuiPdpPs5QJB7A,train
Cmw2H5C_Ves_2792-2813,Cmw2H5C_Ves,UCtKSLA4sBvp4gU-NIGFEQgg,train
EuYseDl2jm8_1869-2033,EuYseDl2jm8,UCEWl7wBlZzHpr-TSOXEHbUg,train
X7qv5w1clGw_525-881,X7qv5w1clGw,UCPdNVAdC1Ac0vHVEWpR2P7w,train
ZAxOyANz3J0_656-819,ZAxOyANz3J0,UCH8X-HBqfvxpHQPzUdEO6EA,train
iWYy8n6mSwc_10318-10481,iWYy8n6mSwc,UC0580lt7nrzOCuiQT-MEVUA,train
BL9cNtpb_QI_337-383,BL9cNtpb_QI,UCbQkjf9DtYuiPdpPs5QJB7A,train
1Aea8BH-PCs_1256-1506,1Aea8BH-PCs,UCH8X-HBqfvxpHQPzUdEO6EA,train
BL9cNtpb_QI_18-157,BL9cNtpb_QI,UCbQkjf9DtYuiPdpPs5QJB7A,train
IzIGXVPWaFQ_285-832,IzIGXVPWaFQ,UCK3uhZWJh8SocdtJVIwt9Fg,train
8db0Gcv3V10_1750-2094,8db0Gcv3V10,UC0580lt7nrzOCuiQT-MEVUA,train
2b1zXYv7Fn8_230-1773,2b1zXYv7Fn8,UCRcBW8njgEz7-NzrWod8ZYw,train
RzI6Ar5mu2Q_1950-2240,RzI6Ar5mu2Q,UCL8EwWTMmOUDXoMv0yUf8Vg,train
88pZ5kmV96I_1200-1419,88pZ5kmV96I,UC2gRePoph6lWNe_pAlSgERQ,train
oRtGfXWrf6Y_1285-1369,oRtGfXWrf6Y,UCtKSLA4sBvp4gU-NIGFEQgg,train
iDg2hR1FPgA_913-1696,iDg2hR1FPgA,UCMq2jlUH773DkHu4Lpo2JUQ,train
Dai13S2XbsI_4399-4602,Dai13S2XbsI,UCPdNVAdC1Ac0vHVEWpR2P7w,train
iWYy8n6mSwc_6250-6508,iWYy8n6mSwc,UC0580lt7nrzOCuiQT-MEVUA,train
Lz0Oh2cxoTU_2729-2900,Lz0Oh2cxoTU,UCMq2jlUH773DkHu4Lpo2JUQ,train
F1Q8R2XJ5cs_3600-3738,F1Q8R2XJ5cs,UCbQkjf9DtYuiPdpPs5QJB7A,train
Dai13S2XbsI_4200-4356,Dai13S2XbsI,UCPdNVAdC1Ac0vHVEWpR2P7w,train
Kaf6jiHMmYc_11126-11268,Kaf6jiHMmYc,UCZafDtpShhUyMqeBKm2SXsg,val
Kaf6jiHMmYc_15026-15271,Kaf6jiHMmYc,UCZafDtpShhUyMqeBKm2SXsg,val
Kaf6jiHMmYc_6757-6910,Kaf6jiHMmYc,UCZafDtpShhUyMqeBKm2SXsg,val
bI1GohGXSt0_2073-2675,bI1GohGXSt0,UCZafDtpShhUyMqeBKm2SXsg,val
bI1GohGXSt0_30456-31432,bI1GohGXSt0,UCZafDtpShhUyMqeBKm2SXsg,val
bI1GohGXSt0_40031-40552,bI1GohGXSt0,UCZafDtpShhUyMqeBKm2SXsg,val
bI1GohGXSt0_4992-5101,bI1GohGXSt0,UCZafDtpShhUyMqeBKm2SXsg,val
qSygRnE4D54_1645-1839,qSygRnE4D54,UCCQ9LYhlSvhZjqBn0kVNAPw,val
qSygRnE4D54_1945-1981,qSygRnE4D54,UCCQ9LYhlSvhZjqBn0kVNAPw,val
qSygRnE4D54_4151-4307,qSygRnE4D54,UCCQ9LYhlSvhZjqBn0kVNAPw,val
rLRfPneawQs_2054-2806,rLRfPneawQs,UCCQ9LYhlSvhZjqBn0kVNAPw,val
rLRfPneawQs_3123-3495,rLRfPneawQs,UCCQ9LYhlSvhZjqBn0kVNAPw,val
TVe0JN9Ij6o_10-287,TVe0JN9Ij6o,UC-QQn64-0MRaZCHKNw_cjjw,val
TVe0JN9Ij6o_10022-10669,TVe0JN9Ij6o,UC-QQn64-0MRaZCHKNw_cjjw,val
TVe0JN9Ij6o_14750-15000,TVe0JN9Ij6o,UC-QQn64-0MRaZCHKNw_cjjw,val
TVe0JN9Ij6o_17029-17489,TVe0JN9Ij6o,UC-QQn64-0MRaZCHKNw_cjjw,val
TVe0JN9Ij6o_463-2035,TVe0JN9Ij6o,UC-QQn64-0MRaZCHKNw_cjjw,val
Z9tJBluH1Zw_11118-11642,Z9tJBluH1Zw,UC-QQn64-0MRaZCHKNw_cjjw,val
Z9tJBluH1Zw_21634-21754,Z9tJBluH1Zw,UC-QQn64-0MRaZCHKNw_cjjw,val
Z9tJBluH1Zw_2561-2755,Z9tJBluH1Zw,UC-QQn64-0MRaZCHKNw_cjjw,val
Z9tJBluH1Zw_27193-27774,Z9tJBluH1Zw,UC-QQn64-0MRaZCHKNw_cjjw,val
Z9tJBluH1Zw_28790-29055,Z9tJBluH1Zw,UC-QQn64-0MRaZCHKNw_cjjw,val
Z9tJBluH1Zw_35962-36597,Z9tJBluH1Zw,UC-QQn64-0MRaZCHKNw_cjjw,val
Z9tJBluH1Zw_47076-47146,Z9tJBluH1Zw,UC-QQn64-0MRaZCHKNw_cjjw,val
Z9tJBluH1Zw_47375-47454,Z9tJBluH1Zw,UC-QQn64-0MRaZCHKNw_cjjw,val
Z9tJBluH1Zw_57969-58294,Z9tJBluH1Zw,UC-QQn64-0MRaZCHKNw_cjjw,val
ND7pXuhs3VM_1800-1925,ND7pXuhs3VM,UCYYUNvhURfuC7zFli3TyPig,test
ND7pXuhs3VM_3066-3159,ND7pXuhs3VM,UCYYUNvhURfuC7zFli3TyPig,test
1Ab4vLMMAbY_2354-2439,1Ab4vLMMAbY,UCXe3gqCj-uoC-zmAa7If_VQ,test
1Ab4vLMMAbY_412-554,1Ab4vLMMAbY,UCXe3gqCj-uoC-zmAa7If_VQ,test
1Ab4vLMMAbY_557-690,1Ab4vLMMAbY,UCXe3gqCj-uoC-zmAa7If_VQ,test
UUwGLDeYN8c_266-474,UUwGLDeYN8c,UCXe3gqCj-uoC-zmAa7If_VQ,test
fvJbRuIu4-0_1308-1370,fvJbRuIu4-0,UCsPsIG_jQAlGW0MfPmY-WGw,test
fvJbRuIu4-0_1907-2018,fvJbRuIu4-0,UCsPsIG_jQAlGW0MfPmY-WGw,test
ivX3JXIV1W4_1-1920,ivX3JXIV1W4,UCsPsIG_jQAlGW0MfPmY-WGw,test
zmZpa1p5zaE_1028-1129,zmZpa1p5zaE,UCsPsIG_jQAlGW0MfPmY-WGw,test
N_9vfhsDz8w_5785-5911,N_9vfhsDz8w,UCuQFciSjwHz-KmKbINyPpOw,test
N_9vfhsDz8w_6085-6298,N_9vfhsDz8w,UCuQFciSjwHz-KmKbINyPpOw,test
31lG75MDwSA_2857-2928,31lG75MDwSA,UCH2C2GXT11f8Zs7NK9Utl6A,test
31lG75MDwSA_3180-3306,31lG75MDwSA,UCH2C2GXT11f8Zs7NK9Utl6A,test
31lG75MDwSA_4686-4764,31lG75MDwSA,UCH2C2GXT11f8Zs7NK9Utl6A,test
WpbXt04qWEk_1166-1611,WpbXt04qWEk,UCH2C2GXT11f8Zs7NK9Utl6A,test
WpbXt04qWEk_924-1135,WpbXt04qWEk,UCH2C2GXT11f8Zs7NK9Utl6A,test
9DNwRwt5kI4_10666-10822,9DNwRwt5kI4,UCEjCyBoWP57QRkmFRz-aOGw,test
9DNwRwt5kI4_14988-15270,9DNwRwt5kI4,UCEjCyBoWP57QRkmFRz-aOGw,test
9DNwRwt5kI4_2442-3179,9DNwRwt5kI4,UCEjCyBoWP57QRkmFRz-aOGw,test
LS9Hztyrmmw_1768-1839,LS9Hztyrmmw,UCEjCyBoWP57QRkmFRz-aOGw,test
LS9Hztyrmmw_2667-2845,LS9Hztyrmmw,UCEjCyBoWP57QRkmFRz-aOGw,test
Lva4fn4_q88_1270-1473,Lva4fn4_q88,UCEjCyBoWP57QRkmFRz-aOGw,test
Lva4fn4_q88_4391-4523,Lva4fn4_q88,UCEjCyBoWP57QRkmFRz-aOGw,test
Lva4fn4_q88_4691-4775,Lva4fn4_q88,UCEjCyBoWP57QRkmFRz-aOGw,test
Lva4fn4_q88_5291-5420,Lva4fn4_q88,UCEjCyBoWP57QRkmFRz-aOGw,test
NIk1-ck4c6Q_13651-13719,NIk1-ck4c6Q,UCEjCyBoWP57QRkmFRz-aOGw,test
NIk1-ck4c6Q_22766-22806,NIk1-ck4c6Q,UCEjCyBoWP57QRkmFRz-aOGw,test
Pyb0z_YQjjI_7332-7429,Pyb0z_YQjjI,UCEjCyBoWP57QRkmFRz-aOGw,test
Pyb0z_YQjjI_7632-7685,Pyb0z_YQjjI,UCEjCyBoWP57QRkmFRz-aOGw,test
LHT2zVYvObg_1790-1917,LHT2zVYvObg,UCUyE-L2iWWV_tMoT20KF6xQ,test
LHT2zVYvObg_1921-2099,LHT2zVYvObg,UCUyE-L2iWWV_tMoT20KF6xQ,test
dUYIh1U2z-8_3300-3427,dUYIh1U2z-8,UCUyE-L2iWWV_tMoT20KF6xQ,test
dUYIh1U2z-8_4007-4220,dUYIh1U2z-8,UCUyE-L2iWWV_tMoT20KF6xQ,test
f6wqlpG9rd0_1402-1688,f6wqlpG9rd0,UCcdj0no4KBJMfPVq0QohFRw,test
f6wqlpG9rd0_203-262,f6wqlpG9rd0,UCcdj0no4KBJMfPVq0QohFRw,test
f6wqlpG9rd0_9404-9541,f6wqlpG9rd0,UCcdj0no4KBJMfPVq0QohFRw,test
f6wqlpG9rd0_9704-9949,f6wqlpG9rd0,UCcdj0no4KBJMfPVq0QohFRw,test
6mA6UAoT3M0_6165-6361,6mA6UAoT3M0,UCB3eI3ENiFXGuchginHZP_Q,test
aWV7UUMddCU_5934-6205,aWV7UUMddCU,UCUunHJtnux8FZ7HIV3S0e4g,test
aWV7UUMddCU_6517-7514,aWV7UUMddCU,UCUunHJtnux8FZ7HIV3S0e4g,test
whHPATlDw8M_33039-33248-downsampled,whHPATlDw8M,UCUunHJtnux8FZ7HIV3S0e4g,test
whHPATlDw8M_5014-5313-downsampled,whHPATlDw8M,UCUunHJtnux8FZ7HIV3S0e4g,test
odFKscFdEas_14127-14292,odFKscFdEas,UCuQFciSjwHz-KmKbINyPpOw,test
odFKscFdEas_15822-16030,odFKscFdEas,UCuQFciSjwHz-KmKbINyPpOw,test
